route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
151,FEB19-Weekday-71-FEB19-1111100-,8237192,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864378,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237193,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864409,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237194,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237195,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864370,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237196,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864378,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237197,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864409,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237198,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237199,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864370,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237200,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864378,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237201,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864409,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237202,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237203,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864370,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237204,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864378,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237205,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864409,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237206,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237207,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864370,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237208,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864378,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237209,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864409,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237210,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237211,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864370,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237212,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864378,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237213,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237214,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237215,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237216,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237217,"151 - 4TH ST TO CESAR CHAVEZ PARK",0,864369,1510050
151,FEB19-Weekday-71-FEB19-1111100-,8237218,"151 4TH ST TO XIMENO ONLY",1,864378,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237219,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237220,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237221,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237222,"151 4TH ST TO XIMENO ONLY",1,864378,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237223,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237224,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237225,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237226,"151 4TH ST TO XIMENO ONLY",1,864378,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237227,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237228,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237229,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237230,"151 4TH ST TO XIMENO ONLY",1,864378,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237231,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237232,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237233,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237234,"151 4TH ST TO XIMENO ONLY",1,864378,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237235,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237236,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237237,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237238,"151 4TH ST TO XIMENO ONLY",1,864378,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237239,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237240,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237241,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237242,"151 4TH ST TO XIMENO ONLY",1,864378,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237243,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237244,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237245,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237246,"151 4TH ST TO XIMENO ONLY",1,864378,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237247,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237248,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237249,"151 4TH ST TO XIMENO ONLY",1,864378,1510052
151,FEB19-Weekday-71-FEB19-1111100-,8237250,"151 4TH ST TO XIMENO ONLY",1,864369,1510052
151,FEB19-Weekday-71-FEB19-1111100-,8237251,"151 4TH ST TO XIMENO ONLY",1,864369,1510052
151,FEB19-Weekday-71-FEB19-1111100-,8237252,"151 4TH ST TO XIMENO ONLY",1,864369,1510052
151,FEB19-Weekday-71-FEB19-1111100-,8237253,"151 4TH ST TO XIMENO ONLY",1,864369,1510052
151,FEB19-Weekday-71-FEB19-1111100-,8237254,"151 4TH ST TO XIMENO ONLY",1,864369,1510052
151,FEB19-Weekday-71-FEB19-1111100-,8237255,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237256,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237257,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237258,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237259,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237260,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237261,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237262,"151 4TH ST TO XIMENO ONLY",1,864409,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237263,"151 4TH ST TO XIMENO ONLY",1,864369,1510051
151,FEB19-Weekday-71-FEB19-1111100-,8237264,"151 4TH ST TO XIMENO ONLY",1,864370,1510051
176,FEB19-Weekday-71-FEB19-1111100-,8237266,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864381,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237267,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864383,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237268,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864384,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237269,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864366,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237270,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864372,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237271,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864383,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237272,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864384,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237273,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864371,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237274,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864372,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237275,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864382,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237276,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864374,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237277,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864497,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237278,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864373,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237279,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864382,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237280,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864379,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237281,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864384,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237282,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864373,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237283,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864375,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237284,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864377,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237285,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864383,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237286,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864373,1760025
176,FEB19-Weekday-71-FEB19-1111100-,8237287,"176 PCH ZAP TO CABRILLO VIA LBCC",0,864372,1760025
175,FEB19-Weekday-71-FEB19-1111100-,8237288,"175 - PCH TO VILLAGES AT CABRILLO",0,864377,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237289,"175 - PCH TO VILLAGES AT CABRILLO",0,864371,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237290,"175 - PCH TO VILLAGES AT CABRILLO",0,864376,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237291,"175 - PCH TO VILLAGES AT CABRILLO",0,864372,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237292,"175 - PCH TO VILLAGES AT CABRILLO",0,864374,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237293,"175 - PCH TO VILLAGES AT CABRILLO",0,864375,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237294,"175 - PCH TO VILLAGES AT CABRILLO",0,864338,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237295,"175 - PCH TO VILLAGES AT CABRILLO",0,864377,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237296,"175 - PCH TO VILLAGES AT CABRILLO",0,864366,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237297,"175 - PCH TO VILLAGES AT CABRILLO",0,864376,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237298,"175 - PCH TO VILLAGES AT CABRILLO",0,864373,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237299,"175 - PCH TO VILLAGES AT CABRILLO",0,864377,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237300,"175 - PCH TO VILLAGES AT CABRILLO",0,864375,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237301,"175 - PCH TO VILLAGES AT CABRILLO",0,864371,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237302,"175 - PCH TO VILLAGES AT CABRILLO",0,864372,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237303,"175 - PCH TO VILLAGES AT CABRILLO",0,864338,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237304,"175 - PCH TO VILLAGES AT CABRILLO",0,864374,1750007
175,FEB19-Weekday-71-FEB19-1111100-,8237305,"175 - PCH TO VILLAGES AT CABRILLO",0,864375,1750007
