stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
0060,"0060","L.B. BLVD. & ANAHEIM SW",,  33.782168,-118.189564,,,0
0062,"0062","L.B. BLVD. & TENTH SW",,  33.778503,-118.189529,,,0
0063,"0063","L.B. BLVD. & EIGHTH SW",,  33.776106,-118.189577,,,0
0065,"0065","THIRD & PACIFIC NW",,  33.770557,-118.193908,,,0
0067,"0067","THIRD & CHESTNUT NW",,  33.770569,-118.196655,,,0
0068,"0068","MAGNOLIA & THIRD NE",,  33.770797,-118.197988,,,0
0070,"0070","MAGNOLIA & FIFTH NE",,  33.773089,-118.197990,,,0
0072,"0072","MAGNOLIA & SEVENTH NE",,  33.775584,-118.198012,,,0
0074,"0074","MAGNOLIA & NINTH NE",,  33.778013,-118.198008,,,0
0076,"0076","MAGNOLIA & 11TH NE",,  33.780423,-118.198011,,,0
0077,"0077","ANAHEIM & CHESTNUT NW",,  33.782722,-118.196733,,,0
0078,"0078","ANAHEIM & OREGON NE",,  33.782685,-118.200826,,,0
0079,"0079","ANAHEIM & CASPIAN NW",,  33.782863,-118.212469,,,0
0081,"0081","SANTA FE & COWLES NE",,  33.784965,-118.215387,,,0
0082,"0082","SANTA FE & 16TH NE",,  33.787567,-118.215377,,,0
0083,"0083","SANTA FE & PCH NE",,  33.790178,-118.215367,,,0
0084,"0084","SANTA FE & 19TH NE",,  33.791939,-118.215352,,,0
0085,"0085","SANTA FE & 20TH NE",,  33.793734,-118.215373,,,0
0086,"0086","SANTA FE & HILL NE",,  33.797671,-118.215344,,,0
0087,"0087","SANTA FE & 23RD NE",,  33.799210,-118.215354,,,0
0088,"0088","SANTA FE & 25TH SE",,  33.802269,-118.215317,,,0
0089,"0089","SANTA FE & 25TH NE",,  33.802472,-118.215317,,,0
0090,"0090","SANTA FE & WILLOW NE",,  33.805033,-118.215396,,,0
0091,"0091","SANTA FE & LA VERE E",,  33.806643,-118.215360,,,0
0093,"0093","SANTA FE & COLUMBIA NE",,  33.809347,-118.215354,,,0
0094,"0094","SANTA FE & 29TH NE",,  33.810685,-118.215354,,,0
0095,"0095","SANTA FE & SPRING NE",,  33.811894,-118.215367,,,0
0096,"0096","SANTA FE & 31ST NE",,  33.814249,-118.215343,,,0
0097,"0097","SANTA FE & 33RD SE",,  33.816988,-118.215370,,,0
0098,"0098","SANTA FE & 34TH NE",,  33.819101,-118.215399,,,0
0099,"0099","SANTA FE & ARLINGTON NE",,  33.821555,-118.215372,,,0
0100,"0100","SANTA FE & WARDLOW NE",,  33.825218,-118.215526,,,0
0103,"0103","VIA ORA & HUGHES WAY NE",,  33.829051,-118.212520,,,0
0104,"0104","SANTA FE @ ANAHEIM NE",,  33.783018,-118.215404,,,0
0105,"0105","WARDLOW & R/R TRACKS NE",,  33.824446,-118.218099,,,0
0106,"0106","WARDLOW & WEBSTER N",,  33.824454,-118.220252,,,0
0107,"0107","MCHELEN & WARDLOW NE",,  33.824653,-118.222218,,,0
0108,"0108","MCHELEN & 221ST NE",,  33.826744,-118.222227,,,0
0109,"0109","MCHELEN & 220TH NE",,  33.828324,-118.222244,,,0
0110,"0110","MCHELEN & 219TH NE",,  33.829520,-118.222149,,,0
0111,"0111","BATTAAN & CARSON SE",,  33.831576,-118.223363,,,0
0112,"0112","CARSON & HARBOR VW. SE",,  33.831700,-118.221420,,,0
0113,"0113","SANTA FE & CARSON NE",,  33.832124,-118.216739,,,0
0114,"0114","SANTA FE & MADISON SE",,  33.834461,-118.215883,,,0
0115,"0115","SANTA FE & VAN BUREN NE",,  33.837136,-118.214878,,,0
0116,"0116","GARFIELD & JEFFERSON NE",,  33.893067,-118.168707,,,0
0117,"0117","GARFIELD & JEFFERSON SW",,  33.892683,-118.168855,,,0
0118,"0118","GARFIELD & SOMERSET NE",,  33.896642,-118.168734,,,0
0119,"0119","GARFIELD & SOMERSET SW",,  33.896202,-118.168880,,,0
0120,"0120","Garfield & Petrol NW",,  33.898637,-118.168903,,,0
0121,"0121","WARDLOW & SANTA FE SE",,  33.824296,-118.215133,,,0
0123,"0123","CARSON & HARBOR VW. NW",,  33.831798,-118.221964,,,0
0124,"0124","BATAAN & CARSON SW",,  33.831482,-118.223464,,,0
0125,"0125","MCHELEN & 219TH SW",,  33.829258,-118.222296,,,0
0126,"0126","MCHELEN & 220TH SW",,  33.827972,-118.222392,,,0
0127,"0127","MCHELEN & 221ST SW",,  33.826560,-118.222365,,,0
0129,"0129","WARDLOW & WEBSTER SE",,  33.824223,-118.219815,,,0
0130,"0130","WARDLOW & R/R TRACKS SW",,  33.824241,-118.218316,,,0
0131,"0131","SANTA FE & WARDLOW SW",,  33.824061,-118.215576,,,0
0132,"0132","HUGHES WAY & VIA ORO NW",,  33.828681,-118.213260,,,0
0134,"0134","SANTA FE & WARNOCK SW",,  33.825857,-118.215979,,,0
0135,"0135","SANTA FE & ARLINGTON SW",,  33.821156,-118.215575,,,0
0136,"0136","SANTA FE & 34TH SW",,  33.818444,-118.215562,,,0
0137,"0137","SANTA FE & 33RD W",,  33.816859,-118.215640,,,0
0138,"0138","SANTA FE & 31ST SW",,  33.813839,-118.215566,,,0
0139,"0139","SANTA FE & SPRING SW",,  33.811421,-118.215563,,,0
0140,"0140","SANTA FE & COLUMBIA SW",,  33.808907,-118.215593,,,0
0142,"0142","SANTA FE & LA VERE SW",,  33.806401,-118.215587,,,0
0143,"0143","SANTA FE & WILLOW SW",,  33.804060,-118.215541,,,0
0144,"0144","SANTA FE & 25TH SW",,  33.802284,-118.215546,,,0
0145,"0145","SANTA FE & BURNETT SW",,  33.800570,-118.215545,,,0
0146,"0146","SANTA FE & 23RD SW",,  33.798718,-118.215567,,,0
0147,"0147","SANTA FE & HILL SW",,  33.796912,-118.215536,,,0
0148,"0148","SANTA FE & 21ST NW",,  33.795418,-118.215572,,,0
0149,"0149","COWLES & SANTA FE SW",,  33.784601,-118.215647,,,0
0150,"0150","SANTA FE & 19TH SW",,  33.791628,-118.215572,,,0
0151,"0151","SANTA FE & PCH SW",,  33.789386,-118.215589,,,0
0152,"0152","SANTA FE & 16TH NW",,  33.787144,-118.215623,,,0
0153,"0153","SANTA FE & COWLES SW",,  33.784437,-118.215626,,,0
0154,"0154","ANAHEIM & SANTA FE SE",,  33.782682,-118.215055,,,0
0155,"0155","ANAHEIM & HARBOR SW",,  33.782619,-118.210576,,,0
0156,"0156","ANAHEIM & OREGON SE",,  33.782617,-118.200583,,,0
0157,"0157","MAGNOLIA & ANAHEIM SW",,  33.782494,-118.198141,,,0
0158,"0158","MAGNOLIA & 11TH SW",,  33.779955,-118.198125,,,0
0160,"0160","MAGNOLIA & NINTH SW",,  33.777532,-118.198142,,,0
0162,"0162","MAGNOLIA & SEVENTH SW",,  33.775078,-118.198136,,,0
0164,"0164","MAGNOLIA & FIFTH SW",,  33.772745,-118.198098,,,0
0166,"0166","MAGNOLIA & THIRD SW",,  33.770278,-118.198141,,,0
0167,"0167","BROADWAY & MAGNOLIA SE",,  33.769248,-118.197800,,,0
0168,"0168","BROADWAY & CHESTNUT SE",,  33.769248,-118.196037,,,0
0169,"0169","BROADWAY & MAINE SE",,  33.769222,-118.200347,,,0
0170,"0170","OCEAN & HART PL SE",,  33.766674,-118.188503,,,0
0172,"0172","OCEAN & LINDEN SW",,  33.766395,-118.186258,,,0
0173,"0173","OCEAN & ATLANTIC SE",,  33.766221,-118.184876,,,0
0175,"0175","OCEAN & 1ST PL SE",,  33.766065,-118.181161,,,0
0176,"0176","OCEAN & 3RD PL SE",,  33.765869,-118.179407,,,0
0177,"0177","OCEAN & 5TH PL SE",,  33.765647,-118.177706,,,0
0178,"0178","OCEAN & 7TH PLACE SE",,  33.765416,-118.175856,,,0
0179,"0179","OCEAN & 11TH PL SE",,  33.764899,-118.172187,,,0
0180,"0180","CHERRY & OCEAN NE",,  33.764907,-118.168328,,,0
0181,"0181","CHERRY & BROADWAY NE",,  33.767551,-118.167804,,,0
0182,"0182","CHERRY & THIRD NE",,  33.769241,-118.167636,,,0
0183,"0183","CHERRY & FOURTH NE",,  33.771934,-118.167648,,,0
0184,"0184","CHERRY & SEVENTH NE",,  33.775647,-118.167616,,,0
0185,"0185","CHERRY & TENTH NE",,  33.779287,-118.167626,,,0
0186,"0186","CHERRY & ANAHEIM NE",,  33.783013,-118.167627,,,0
0187,"0187","CHERRY & 14TH NE",,  33.784637,-118.167591,,,0
0188,"0188","CHERRY & 15TH NE",,  33.786423,-118.167601,,,0
0189,"0189","CHERRY & PCH NE",,  33.790243,-118.167566,,,0
0191,"0191","CHERRY & 21TH NE",,  33.795615,-118.167596,,,0
0192,"0192","CHERRY & HILL NE",,  33.797629,-118.167502,,,0
0193,"0193","CHERRY & BURNETT NE",,  33.801045,-118.167466,,,0
0194,"0194","CHERRY & WILLOW NE",,  33.804727,-118.167542,,,0
0196,"0196","CHERRY & 28TH NE",,  33.808343,-118.167490,,,0
0198,"0198","CHERRY & SPRING NE",,  33.812283,-118.167491,,,0
0199,"0199","CHERRY & 33RD SE",,  33.816765,-118.167520,,,0
0200,"0200","CHERRY & WARDLOW NE",,  33.819216,-118.167505,,,0
0201,"0201","CHERRY & 36TH NE",,  33.822442,-118.167413,,,0
0202,"0202","CHERRY & 37TH E",,  33.824742,-118.167408,,,0
0203,"0203","CHERRY & BIXBY NE",,  33.826976,-118.167435,,,0
0205,"0205","CHERRY & CARSON NE",,  33.832768,-118.167414,,,0
0206,"0206","CARSON & CHERRY SE",,  33.832359,-118.167090,,,0
0207,"0207","CARSON & CHERRY NW",,  33.832539,-118.168059,,,0
0208,"0208","CHERRY & TEHACHAPI E",,  33.836838,-118.167402,,,0
0209,"0209","CHERRY & 45TH SE",,  33.838256,-118.167395,,,0
0211,"0211","CHERRY & SAN ANTONIO SE",,  33.845972,-118.167368,,,0
0212,"0212","CHERRY & DEL AMO NE",,  33.847367,-118.167380,,,0
0213,"0213","CHERRY & DENMEAD NE",,  33.851214,-118.167477,,,0
0214,"0214","CHERRY & CANDLEWOOD NE",,  33.854580,-118.167691,,,0
0215,"0215","CHERRY & 55TH NE",,  33.856285,-118.168393,,,0
0216,"0216","CHERRY & SOUTH NE",,  33.860536,-118.168464,,,0
0217,"0217","CHERRY & HUNGARFORD NE",,  33.863119,-118.168479,,,0
0218,"0218","CHERRY & 61ST NE",,  33.865861,-118.168488,,,0
0219,"0219","CHERRY & HARDING NE",,  33.867681,-118.168495,,,0
0220,"0220","CHERRY & 63RD NE",,  33.869846,-118.168516,,,0
0222,"0222","CHERRY & 65TH NE",,  33.872698,-118.168515,,,0
0223,"0223","CHERRY & ARTESIA SE",,  33.874316,-118.168561,,,0
0224,"0224","CHERRY & 68TH NE",,  33.878647,-118.168612,,,0
0225,"0225","GARFIELD & MOBILE HOME E",,  33.883414,-118.168628,,,0
0226,"0226","GARFIELD & JACKSON NE",,  33.885709,-118.168640,,,0
0227,"0227","GARFIELD & ALONDRA SE",,  33.888806,-118.168669,,,0
0228,"0228","GARFIELD & ALONDRA SW",,  33.888335,-118.168938,,,0
0229,"0229","GARFIELD & JACKSON SW",,  33.885000,-118.168856,,,0
0230,"0230","GARFIELD & MOBILE HOMES W",,  33.883007,-118.168845,,,0
0231,"0231","CHERRY & 68TH SW",,  33.878039,-118.168815,,,0
0232,"0232","CHERRY & ARTESIA SW",,  33.874182,-118.168784,,,0
0233,"0233","CHERRY & 65TH NW",,  33.873022,-118.168792,,,0
0235,"0235","CHERRY & 63RD SW",,  33.869057,-118.168754,,,0
0236,"0236","CHERRY & HARDING SW",,  33.867142,-118.168744,,,0
0237,"0237","CHERRY & 61ST SW",,  33.865457,-118.168737,,,0
0238,"0238","CHERRY & HUNGERFORD SW",,  33.862693,-118.168712,,,0
0239,"0239","CHERRY & SOUTH SW",,  33.859860,-118.168667,,,0
0240,"0240","CHERRY & 56TH SW",,  33.857684,-118.168656,,,0
0241,"0241","CHERRY & 55TH SW",,  33.855769,-118.168487,,,0
0242,"0242","CHERRY & MARKET SW",,  33.854099,-118.167828,,,0
0243,"0243","CHERRY & 52ND NW",,  33.851120,-118.167773,,,0
0245,"0245","CHERRY & SAN ANTONIO SW",,  33.845743,-118.167703,,,0
0247,"0247","CHERRY & CHERRY PARK SW",,  33.840291,-118.167715,,,0
0248,"0248","CHERRY & 45TH SW",,  33.838186,-118.167737,,,0
0249,"0249","CHERRY & TEHACHAPI SW",,  33.836321,-118.167753,,,0
0250,"0250","CHERRY & CARSON SW",,  33.831823,-118.167721,,,0
0252,"0252","CHERRY & BIXBY SW",,  33.826453,-118.167655,,,0
0253,"0253","CHERRY & 37TH SW",,  33.824096,-118.167653,,,0
0254,"0254","CHERRY & 36TH SW",,  33.822040,-118.167659,,,0
0255,"0255","CHERRY & WARDLOW SW",,  33.818704,-118.167764,,,0
0256,"0256","CHERRY & 33RD SW",,  33.816899,-118.167767,,,0
0257,"0257","CHERRY & SPRING SW",,  33.811456,-118.167756,,,0
0258,"0258","CHERRY & 29TH SW",,  33.809617,-118.167743,,,0
0259,"0259","CHERRY & 28TH SW",,  33.807757,-118.167733,,,0
0261,"0261","CHERRY & WILLOW SW",,  33.803113,-118.167730,,,0
0262,"0262","CHERRY & BURNETT SW",,  33.800459,-118.167715,,,0
0263,"0263","CHERRY & HILL SW",,  33.796854,-118.167767,,,0
0264,"0264","CHERRY & 21TH SW",,  33.795032,-118.167839,,,0
0265,"0265","CHERRY & 19TH NW",,  33.792026,-118.167856,,,0
0266,"0266","CHERRY & PCH SW",,  33.789649,-118.167703,,,0
0267,"0267","CHERRY & 15TH SW",,  33.786061,-118.167732,,,0
0268,"0268","CHERRY & 14TH SW",,  33.784258,-118.167738,,,0
0269,"0269","CHERRY & ANAHEIM SW",,  33.782291,-118.167711,,,0
0270,"0270","CHERRY & 10TH SW",,  33.778724,-118.167698,,,0
0271,"0271","CHERRY & SEVENTH SW",,  33.775058,-118.167703,,,0
0272,"0272","CHERRY & FOURTH SW",,  33.770887,-118.167718,,,0
0273,"0273","CHERRY & THIRD SW",,  33.768535,-118.167769,,,0
0274,"0274","CHERRY & BROADWAY SW",,  33.766787,-118.168101,,,0
0275,"0275","OCEAN & CHERRY NW",,  33.764637,-118.168732,,,0
0276,"0276","OCEAN & GAVIOTA NW",,  33.765075,-118.172217,,,0
0277,"0277","OCEAN & ESPERANZA NW",,  33.765534,-118.175817,,,0
0278,"0278","OCEAN & ORANGE NW",,  33.765773,-118.177594,,,0
0279,"0279","OCEAN & CERRITOS NW",,  33.766020,-118.179437,,,0
0280,"0280","OCEAN & BONITO NW",,  33.766243,-118.181274,,,0
0281,"0281","OCEAN & ALAMITOS NW",,  33.766374,-118.183465,,,0
0282,"0282","OCEAN & ATLANTIC NW",,  33.766506,-118.185301,,,0
0284,"0284","OCEAN & ELM NW",,  33.766862,-118.188227,,,0
0285,"0285","CARSON & R/R TRACKS SW",,  33.832344,-118.164473,,,0
0286,"0286","PARAMOUNT & CARSON NE",,  33.832927,-118.159854,,,0
0287,"0287","PARAMOUNT & VILLAGE RD NE",,  33.835045,-118.159875,,,0
0288,"0288","PARAMOUNT & WARWOOD NE",,  33.836447,-118.159874,,,0
0289,"0289","PARAMOUNT & BOMBERRY NE",,  33.838560,-118.159852,,,0
0290,"0290","PARAMOUNT & GREENTOP NE",,  33.840003,-118.159841,,,0
0291,"0291","PARAMOUNT & FAIRMAN NE",,  33.842094,-118.159845,,,0
0292,"0292","PARAMOUNT & ARBOR RD NE",,  33.843302,-118.159833,,,0
0293,"0293","PARAMOUNT & DEL AMO NE",,  33.847521,-118.159777,,,0
0294,"0294","PARAMOUNT & HARDWICK NE",,  33.850450,-118.159782,,,0
0295,"0295","CANDLEWOOD & PARAMOUNT SE",,  33.853750,-118.159522,,,0
0296,"0296","CANDLEWOOD & OBISPO SE",,  33.853801,-118.154532,,,0
0297,"0297","DOWNEY & CANDLEWOOD NE",,  33.854344,-118.151121,,,0
0298,"0298","DOWNEY & MICHELSON NE",,  33.857847,-118.151091,,,0
0299,"0299","DOWNEY & ST. PANCRATIUS NE",,  33.858798,-118.151149,,,0
0300,"0300","DOWNEY & SOUTH NE",,  33.860633,-118.151106,,,0
0301,"0301","DOWNEY & 59TH NE",,  33.863035,-118.151140,,,0
0302,"0302","DOWNEY & LA JARA NE",,  33.865632,-118.151141,,,0
0303,"0303","DOWNEY & ASHWORTH NE",,  33.868231,-118.151179,,,0
0304,"0304","DOWNEY & 64TH NE",,  33.871248,-118.151191,,,0
0305,"0305","DOWNEY & ARTESIA NE",,  33.875021,-118.151204,,,0
0306,"0306","DOWNEY & 68TH NE",,  33.879409,-118.151245,,,0
0307,"0307","DOWNEY & 70TH SE",,  33.882366,-118.151257,,,0
0308,"0308","DOWNEY & HARRISON NE",,  33.884012,-118.151263,,,0
0312,"0312","Atlantic at 1st SE",,  33.767859,-118.184980,,,0
0313,"0313","Atlantic at 4th St NW",,  33.771936,-118.185129,,,0
0314,"0314","Atlantic at 4th St NE",,  33.771936,-118.184984,,,0
0315,"0315","DOWNEY & 70TH SW",,  33.881747,-118.151437,,,0
0316,"0316","DOWNEY & 68TH NW",,  33.878530,-118.151451,,,0
0317,"0317","DOWNEY & ARTESIA SW",,  33.874334,-118.151388,,,0
0318,"0318","DOWNEY & 64TH SW",,  33.870861,-118.151368,,,0
0319,"0319","DOWNEY & POPPY SW",,  33.868846,-118.151309,,,0
0320,"0320","DOWNEY & LA JARA SW",,  33.865063,-118.151275,,,0
0321,"0321","DOWNEY & 59TH NW",,  33.863436,-118.151263,,,0
0322,"0322","DOWNEY & SOUTH SW",,  33.859784,-118.151272,,,0
0323,"0323","DOWNEY & WOLFE NW",,  33.858028,-118.151230,,,0
0324,"0324","CANDLEWOOD & DOWNEY NW",,  33.853890,-118.151581,,,0
0325,"0325","CANDLEWOOD & OBISPO NW",,  33.853882,-118.155606,,,0
0326,"0326","PARAMOUNT & CANDLEWOOD SW",,  33.853472,-118.159976,,,0
0327,"0327","PARAMOUNT & HARDWICK NW",,  33.850287,-118.159943,,,0
0328,"0328","PARAMOUNT & DEL AMO SW",,  33.846674,-118.160025,,,0
0329,"0329","PARAMOUNT & ARBOR RD W",,  33.843484,-118.159976,,,0
0330,"0330","PARAMOUNT & GREENTOP NW",,  33.840002,-118.159986,,,0
0331,"0331","PARAMOUNT & BOMBERRY SW",,  33.838560,-118.159990,,,0
0332,"0332","PARAMOUNT & WARWOOD SW",,  33.836447,-118.160016,,,0
0333,"0333","PARAMOUNT & VILLAGE RD W",,  33.834867,-118.160019,,,0
0334,"0334","PARAMOUNT & CARSON NW",,  33.832814,-118.160107,,,0
0335,"0335","CARSON & R/R TRACKS NE",,  33.832539,-118.163936,,,0
0337,"0337","Atlantic at Broadway SW",,  33.769073,-118.185123,,,0
0338,"0338","ALAMITOS & SEVENTH NE",,  33.775564,-118.180040,,,0
0339,"0339","Atlantic at 6th St SW",,  33.773917,-118.185107,,,0
0340,"0340","FOURTH & ORANGE NW",,  33.771789,-118.176696,,,0
0342,"0342","ALAMITOS & NEW YORK SW",,  33.784654,-118.177391,,,0
0344,"0344","ALAMITOS & SIXTH SE",,  33.773935,-118.180553,,,0
0345,"0345","ALAMITOS &  BROADWAY SE",,  33.768986,-118.182063,,,0
0346,"0346","ALAMITOS & ANAHEIM SW",,  33.782366,-118.178097,,,0
0347,"0347","ALAMITOS & 10TH NE",,  33.779084,-118.178955,,,0
0348,"0348","ALAMITOS & 10TH NW",,  33.779073,-118.179110,,,0
0349,"0349","ALAMITOS & 4TH NE",,  33.771948,-118.181151,,,0
0350,"0350","ALAMITOS AT 5TH SW",,  33.772767,-118.181048,,,0
0351,"0351","ATLANTIC & ANAHEIM SW",,  33.782257,-118.185135,,,0
0352,"0352","ATLANTIC & 11TH SW",,  33.780748,-118.185109,,,0
0353,"0353","TENTH & ATLANTIC NW",,  33.779058,-118.185210,,,0
0354,"0354","TENTH & LINDEN NW",,  33.779039,-118.187010,,,0
0355,"0355","TENTH & L.B. BLVD. NW",,  33.779021,-118.189850,,,0
0356,"0356","TENTH & PINE NW",,  33.779063,-118.192664,,,0
0358,"0358","ALAMITOS & 7TH SW",,  33.775007,-118.180358,,,0
0360,"0360","PACIFIC & SEVENTH SW",,  33.775258,-118.193797,,,0
0362,"0362","PACIFIC & FIFTH SW",,  33.772840,-118.193794,,,0
0364,"0364","PACIFIC & THIRD SW",,  33.770205,-118.193798,,,0
0366,"0366","PACIFIC & OCEAN NW",,  33.767463,-118.193864,,,0
0367,"0367","OCEAN & CHESTNUT NW",,  33.767359,-118.196519,,,0
0369,"0369","THIRD & MAGNOLIA NW",,  33.770555,-118.198336,,,0
0374,"0374","LONG BEACH BLVD & 1ST SE",,  33.767878,-118.189279,,,0
0378,"0378","LONG BEACH & 4TH SW",,  33.771422,-118.189514,,,0
0379,"0379","PACIFIC & 1ST NW",,  33.768397,-118.193794,,,0
0382,"0382","MAGNOLIA & ANAHEIM NE",,  33.782874,-118.197997,,,0
0383,"0383","MAGNOLIA & 14TH SE",,  33.783869,-118.198032,,,0
0384,"0384","MAGNOLIA & 15TH NE",,  33.786427,-118.198031,,,0
0385,"0385","MAGNOLIA & 17TH NE",,  33.788320,-118.198046,,,0
0386,"0386","MAGNOLIA & PCH NE",,  33.790353,-118.198051,,,0
0387,"0387","MAGNOLIA & 19TH NE",,  33.791790,-118.198047,,,0
0388,"0388","MAGNOLIA & 20TH NE",,  33.793582,-118.198002,,,0
0389,"0389","MAGNOLIA & 21ST NE",,  33.795558,-118.198063,,,0
0390,"0390","MAGNOLIA & HILL NE",,  33.797382,-118.198047,,,0
0391,"0391","MAGNOLIA & 23RD NE",,  33.799212,-118.198062,,,0
0392,"0392","MAGNOLIA & BURNETT NE",,  33.800996,-118.198056,,,0
0393,"0393","MAGNOLIA & 25TH NE",,  33.802795,-118.198027,,,0
0394,"0394","MAGNOLIA & WILLOW NE",,  33.804711,-118.198071,,,0
0395,"0395","MAGNOLIA & 27TH NE",,  33.806411,-118.198046,,,0
0396,"0396","MAGNOLIA & 28TH NE",,  33.808170,-118.198027,,,0
0397,"0397","MAGNOLIA & 29TH NE",,  33.810047,-118.198034,,,0
0398,"0398","MAGNOLIA & SPRING NE",,  33.811932,-118.198039,,,0
0400,"0400","MAGNOLIA & 32ND NE",,  33.815556,-118.198024,,,0
0401,"0401","WARDLOW & MAGNOLIA SE",,  33.818887,-118.197565,,,0
0403,"0403","PACIFIC & BRETHREN MANOR W",,  33.817893,-118.195393,,,0
0404,"0404","PACIFIC PL & CEDAR NW",,  33.817012,-118.194930,,,0
0405,"0405","32ND & CHESTNUT NW",,  33.815317,-118.196141,,,0
0408,"0408","MAGNOLIA & SPRING SW",,  33.811418,-118.198212,,,0
0409,"0409","MAGNOLIA & 29TH SW",,  33.809604,-118.198228,,,0
0410,"0410","MAGNOLIA & 28TH SW",,  33.807859,-118.198214,,,0
0411,"0411","MAGNOLIA & 27TH SW",,  33.806043,-118.198176,,,0
0412,"0412","MAGNOLIA & WILLOW SW",,  33.804089,-118.198136,,,0
0413,"0413","MAGNOLIA & 25TH SW",,  33.802358,-118.198151,,,0
0414,"0414","MAGNOLIA & BURNETT SW",,  33.800558,-118.198170,,,0
0415,"0415","MAGNOLIA & 23RD SW",,  33.798739,-118.198179,,,0
0416,"0416","MAGNOLIA & HILL SW",,  33.796901,-118.198148,,,0
0417,"0417","MAGNOLIA & 21ST SW",,  33.795134,-118.198230,,,0
0418,"0418","MAGNOLIA & 20TH SW",,  33.793244,-118.198179,,,0
